Name,Phone,Trade,Rating,Reviews,Website,Address
"Minute Key","(303) 565-8490","locksmith","2.3","3","https://www.minutekey.com/key-services/washington/spokane-valley/locksmith-key-copy-duplication-15727-e-broadway-ave/28226/","15727 E Broadway Ave, Spokane Valley, WA 99037, USA"
"Fisher Construction Group","(360) 757-4094","roofer","5","3","https://www.fishercgi.com/","4024 S Grove Rd, Spokane, WA 99224, USA"
"G & R ROOFING","(509) 370-6004","roofer","5","3","https://gr-roofing.com/","820 E 9th Ave, Spokane, WA 99202, USA"
"Provident Electric","(509) 926-4779","electrician","5","3","https://providentelectric.net/","202 S Cannery Rd, Spokane Valley, WA 99037, USA"
"Hall St Roofing","(509) 425-5952","roofer","5","2","http://hallstroofing.com/","17120 E Baldwin Ave, Spokane Valley, WA 99016, USA"
"Elite Roofing Services Spokane","(509) 239-7979","roofer","5","2","","607 W Sprague Ave, Spokane, WA 99201, USA"
"Edison Electricians of Spokane","(509) 309-0843","electrician","5","2","","200 N Mullan Rd Ste 104, Spokane, WA 99206, USA"
"American West Roofing","(509) 324-0990","roofer","5","2","http://www.awestroofing.com/contact-spokane-roofing.html","14919 E Aurora Ln, Veradale, WA 99037, USA"
"Minute Key","(509) 503-8814","locksmith","3","2","https://www.minutekey.com/key-services/washington/spokane/locksmith-key-copy-duplication-2301-w-wellesley-ave/27222/","2301 W Wellesley Ave, Spokane, WA 99205, USA"
"Simply Roofing","(509) 295-9128","roofer","5","2","https://simplyroofingco.com/spokane-wa/","4610 N Wall St #2, Spokane, WA 99205, USA"
"Einstein Pros Plumbing Spokane Washington","(509) 319-2780","plumber","5","1","https://einsteinpros.com/spokane-washington/","1325 W 1st Ave, Spokane, WA 99201, USA"
"Horizon Roofing & Sheetmetal","(509) 489-5311","roofer","5","1","","5401 N Freya St, Spokane, WA 99217, USA"
"Spokane Valley Electric","(866) 265-7840","electrician","5","1","http://www.spokanevalleyelectric.com/contact.html","3154 E 15th Ave, Spokane, WA 99223, USA"
"Spokane Commercial Roofing Inc","(509) 939-7572","roofer","5","1","","223 W Riverside Ave, Spokane, WA 99201, USA"
"Roofing, Repairs and General Contracting LLC","(509) 216-1459","roofer","5","1","http://facebook.com/roofmyhouse.net","2514 E 3rd Ave, Spokane, WA 99202, USA"
"JIK Roofing Co","(509) 822-9789","roofer","5","1","https://www.jikroofingco.com/","1828 N Cook St, Spokane, WA 99207, USA"
"Curb Appeal Home Services LLC","(509) 655-6958","roofer","5","1","https://curbappealhomesservices.com/","7004 E Wagner Rd, Spokane, WA 99223, USA"
"3 Guys Handyman","(509) 563-7272","drain-specialist","1","1","https://www.chicagomidwestwineshow.com/contact","1704 W Wellesley Ave, Spokane, WA 99205, USA"
"Best Shingle Spokane","(509) 201-4190","roofer","5","1","http://www.advanceroofingllc.com/","803 S Pines Rd, Spokane Valley, WA 99206, USA"
"Priority Roofing & Construction LLC","(509) 309-3337","roofer","5","1","http://priorityroofingnw.com/","13515 E Sprague Ave, Spokane, WA 99216, USA"
"Minute Key","(303) 565-8490","locksmith","5","1","https://www.minutekey.com/key-services/washington/spokane-valley/locksmith-key-copy-duplication-5617-e-sprague-ave/32921/","5617 E Sprague Ave, Spokane Valley, WA 99212, USA"
"Serv-Tech Roofing","(800) 885-7378","roofer","","","https://www.serv-tech.com/spokane/?utm_source=GMB&utm_medium=organic&utm_campaign=spokanevalley","11401 E Montgomery Dr #2, Spokane Valley, WA 99206, USA"
"Tetra Tech","(509) 744-9271","gas-engineer","","","https://www.tetratech.com/","1212 N Washington St #10, Spokane, WA 99201, USA"
"Preferred Electric","(509) 207-4551","electrician","","","","10502 E Montgomery Dr #4, Spokane Valley, WA 99206, USA"
"ROOFING COMPANY IN Spokane, WA","(509) 822-2442","roofer","","","https://www.spokanewaroofing.com/about-us","1700 S Assembly St, Spokane, WA 99224, USA"
